id,card_number,card_name,card_alt,カードタイプ,タグ,レアリティ,色,HP,LIFE,Bloomレベル,バトンタッチ,収録商品,能力テキスト,arts,oshi_skill,sp_oshi_skill,keyword,extra,gift,illustrator,image_url,local_images,release_date
1679,hBP06-080,大空スバル,大空スバル,ホロメン,#JP #2期生 #トリ,SR,黄,130,,1st,◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「アヤカシヴァーミリオン」,,[黄+黄]どこへだって行ける　60+,,,"手を繋ごう
自分のデッキから、[〈スバルドダック〉か〈スバ友〉]1枚を公開し、手札に加える。そしてデッキをシャッフルする。",,,しぐれうい,/wp-content/images/cardlist/hBP06/hBP06-080_SR.png,hBP06-080_R.png;hBP06-080_SR.png,
1680,hBP06-081,大空スバル,大空スバル,ホロメン,#JP #2期生 #トリ,SR,黄,200,,2nd,◇/◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「アヤカシヴァーミリオン」,,[黄+◇+赤+50]GUILTY or INNOCENT　100,,,"出動！ ドタバタ大空警察!!
自分の推しホロメンが〈大空スバル〉なら、自分のステージのエール1枚をアーカイブできる：自分のデッキから、〈大空スバル〉1枚を公開し、手札に加える。そしてデッキをシャッフルする。",,,満水,/wp-content/images/cardlist/hBP06/hBP06-081_SR.png,hBP06-081_RR.png;hBP06-081_SR.png;hBP06-081_UR.png,
1681,hBP06-081,大空スバル,大空スバル,ホロメン,#JP #2期生 #トリ,UR,黄,200,,2nd,◇/◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「アヤカシヴァーミリオン」,,[黄+◇+赤+50]GUILTY or INNOCENT　100,,,"出動！ ドタバタ大空警察!!
自分の推しホロメンが〈大空スバル〉なら、自分のステージのエール1枚をアーカイブできる：自分のデッキから、〈大空スバル〉1枚を公開し、手札に加える。そしてデッキをシャッフルする。",,,満水,/wp-content/images/cardlist/hBP06/hBP06-081_UR.png,hBP06-081_RR.png;hBP06-081_SR.png;hBP06-081_UR.png,
1682,hBP06-082,アーニャ・メルフィッサ,アーニャ・メルフィッサ,ホロメン,#ID #ID2期生 #語学,SR,黄,200,,2nd,◇/◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「アヤカシヴァーミリオン」,,[黄+青+50]奇妙な来客　70,,,"眠らない街
[コラボポジション限定]自分の推しホロメンが〈アーニャ・メルフィッサ〉なら、自分の〈古代武器〉が付いている[センターホロメンとコラボホロメン]が受けるアーツダメージ-30。",,,ぽふも,/wp-content/images/cardlist/hBP06/hBP06-082_SR.png,hBP06-082_R.png;hBP06-082_SR.png,
1683,hBP06-083,ラムダック,ラムダック,ホロメン,#JP #2期生 #4期生 #トリ #ケモミミ #歌,SR,黄,170,,1st,◇/◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「アヤカシヴァーミリオン」,,[黄+黄+黄]I am スバル＆わため！ Yeah！！　80,,,"おしまいのあじまり
自分の手札の〈大空スバル〉1枚を公開し、デッキの下に戻せる：自分のアーカイブの[〈角巻わため〉か〈大空スバル〉]1枚を手札に戻す。",このホロメンは〈角巻わため〉〈大空スバル〉としても扱う,,うえのみぎ,/wp-content/images/cardlist/hBP06/hBP06-083_SR.png,hBP06-083_R.png;hBP06-083_SR.png,
1684,hBP06-084,AIこより,AIこより,ホロメン,#JP #秘密結社holoX #ケモミミ,S,◇,150,,Spot,,ブースターパック「アヤカシヴァーミリオン」,,[◇]「ハッピーリーフ！」　30,,,"「こんこよ」、古くなっちゃったかな？
このホロメンがバトンタッチしてバックポジションに移動した時、このターンの間、自分のステージの〈博衣こより〉1人のアーツ+20。",このホロメンはBloomできない,,,/wp-content/images/cardlist/hBP06/hBP06-084_S.png,hBP06-084_S.png;hBP06-084_U.png,
1685,hBP06-085,フェイバリットパソコン,フェイバリットパソコン,サポート・アイテム・LIMITED,,S,,,,,,ブースターパック「アヤカシヴァーミリオン」,"自分のデッキから、同じカード名の[DebutホロメンとBuzzホロメン]1枚ずつと#Buzzグッズを持つサポートカード1枚を公開し、公開したカードを手札に加える。そしてデッキをシャッフルする。
LIMITED：ターンに1枚しか使えない。",,,,,,,古弥月,/wp-content/images/cardlist/hBP06/hBP06-085_S.png,hBP06-085_S.png;hBP06-085_U.png,
1686,hBP06-086,愛情いっぱい召し上がれ♪,愛情いっぱい召し上がれ♪,サポート・イベント・LIMITED,,S,,,,,,ブースターパック「アヤカシヴァーミリオン」,"自分のデッキを1枚引く。その後、自分のホロメン1人のHP100回復。
LIMITED：ターンに1枚しか使えない。",,,,,,,古弥月,/wp-content/images/cardlist/hBP06/hBP06-086_S.png,hBP06-086_C.png;hBP06-086_S.png,
1687,hBP06-087,しめじダンス,しめじダンス,サポート・イベント,,S,,,,,,ブースターパック「アヤカシヴァーミリオン」,"このカードは、自分の推しホロメンが〈儒烏風亭らでん〉でなければ使えない。
自分のエールデッキの上から1枚をアーカイブする。その後、自分のアーカイブの〈儒烏風亭らでん〉1枚を手札に戻す。",,,,,,,ばかくん三世,/wp-content/images/cardlist/hBP06/hBP06-087_S.png,hBP06-087_S.png;hBP06-087_U.png,
1688,hBP06-088,ドッキリうさぎ,ドッキリうさぎ,サポート・イベント・LIMITED,,S,,,,,,ブースターパック「アヤカシヴァーミリオン」,"このカードは、直前の相手のターンに自分のホロメンがダウンしていて、自分のライフが相手より少ない時にしか使えない。
相手のセンターホロメンかコラボホロメンを選ぶ。選んだホロメンをお休みさせてバックポジションに移動させる。選んだホロメンは、次の相手のリセットステップでアクティブにならない。
LIMITED：ターンに1枚しか使えない。",,,,,,,BISAI,/wp-content/images/cardlist/hBP06/hBP06-088_S.png,hBP06-088_C.png;hBP06-088_S.png,
1689,hBP06-089,ドローイングストリーム,ドローイングストリーム,サポート・イベント・LIMITED,,S,,,,,,ブースターパック「アヤカシヴァーミリオン」,"自分のエールデッキから、エール1枚を公開し、自分の#絵を持つホロメンに送る。そしてエールデッキをシャッフルする。その後、自分のアーカイブの#絵を持つホロメン1枚を手札に戻す。
LIMITED：ターンに1枚しか使えない。",,,,,,,ぱとり,/wp-content/images/cardlist/hBP06/hBP06-089_S.png,hBP06-089_C.png;hBP06-089_S.png,
1690,hBP06-090,ブルームステージ,ブルームステージ,サポート・イベント・LIMITED,,S,,,,,,ブースターパック「アヤカシヴァーミリオン」,"自分のデッキを2枚引く。その後、自分のライフが4以下なら、自分のこのターンにDebutホロメンからBloomした1stホロメン1人を、自分の手札のホロメンを使ってもう1回Bloomできる。
LIMITED：ターンに1枚しか使えない。",,,,,,,みゃーこ,/wp-content/images/cardlist/hBP06/hBP06-090_S.png,hBP06-090_P.png;hBP06-090_S.png;hBP06-090_U.png,
1691,hBP06-091,ホロライブ1期生,ホロライブ1期生,サポート・イベント・LIMITED,,S,,,,,,ブースターパック「アヤカシヴァーミリオン」,"このカードは、自分の手札がこのカードを含まずに6枚以下でなければ使えない。
自分のデッキの上から4枚を見る。その中から、#1期生を持つホロメンを好きな枚数公開し、公開したホロメンを手札に加える。そして残ったカードを好きな順でデッキの下に戻す。
LIMITED：ターンに1枚しか使えない。",,,,,,,いちかわはる,/wp-content/images/cardlist/hBP06/hBP06-091_S.png,hBP06-091_S.png;hBP06-091_U.png,
1692,hBP06-092,マヨネーズちゅっちゅっ,マヨネーズちゅっちゅっ,サポート・イベント,,S,,,,,,ブースターパック「アヤカシヴァーミリオン」,このターンの間、自分のステージの〈博衣こより〉1人のアーツ+30。,,,,,,,神奈ぺろん,/wp-content/images/cardlist/hBP06/hBP06-092_S.png,hBP06-092_C.png;hBP06-092_S.png,
1693,hBP06-094,ワークアウト,ワークアウト,サポート・イベント・LIMITED,,S,,,,,,ブースターパック「アヤカシヴァーミリオン」,"このカードは、自分のコラボホロメンがいるか、相手のコラボホロメンがいない時にしか使えない。
このターンの間、自分のステージのホロメン1人のアーツ+20。そのホロメンがBuzzホロメンか2ndホロメンなら、かわりに、そのホロメンのアーツ+50。
LIMITED：ターンに1枚しか使えない。",,,,,,,ぱとり,/wp-content/images/cardlist/hBP06/hBP06-094_S.png,hBP06-094_C.png;hBP06-094_S.png,
1694,hBP06-097,カワイイスタジャン,カワイイスタジャン,サポート・ツール,,S,,,,,,ブースターパック「アヤカシヴァーミリオン」,"◆Buzzホロメンに付いていたら能力追加
■このツールが付いているホロメンのHP+30。
■相手のメインステップの間、このツールが付いているホロメンのHPは相手の能力で減らず、変動しない。
ツールは、自分のホロメン1人につき1枚だけ付けられる。",,,,,,,Hiroko,/wp-content/images/cardlist/hBP06/hBP06-097_S.png,hBP06-097_C.png;hBP06-097_S.png,
1695,hBP06-098,鬼神刀「阿修羅」,鬼神刀「阿修羅」,サポート・ツール,,S,,,,,,ブースターパック「アヤカシヴァーミリオン」,"このツールが付いているホロメンのアーツ+10。
◆〈百鬼あやめ〉に付いていたら能力追加
このツールが付いているホロメンがコラボした時、自分のライフが1で、相手のコラボホロメンがいないなら、相手は、自身のバックホロメン1人をコラボポジションに移動させる（移動はコラボとしては扱わない）。
ツールは、自分のホロメン1人につき1枚だけ付けられる。",,,,,,,水鈴,/wp-content/images/cardlist/hBP06/hBP06-098_S.png,hBP06-098_S.png;hBP06-098_U.png,
1696,hBP06-099,ゆび,ゆび,サポート・ツール,,S,,,,,,ブースターパック「アヤカシヴァーミリオン」,"このツールが付いているホロメンのアーツ+10。
このツールを手札から〈戌神ころね〉に付けた時、自分のアーカイブの〈戌神ころね〉1枚を手札に戻せる。
ツールは、自分のホロメン1人につき1枚だけ付けられる。",,,,,,,さかなへん,/wp-content/images/cardlist/hBP06/hBP06-099_S.png,hBP06-099_S.png;hBP06-099_U.png,
1697,hBP06-100,Chattino,Chattino,サポート・マスコット,,S,,,,,,ブースターパック「アヤカシヴァーミリオン」,"このマスコットが付いているホロメンのHP+10。
◆1st以上の〈ラオーラ・パンテーラ〉に付いていたら能力追加
自分の推しホロメンが〈ラオーラ・パンテーラ〉なら、このマスコットが付いているホロメンのHP+20。
マスコットは、自分のホロメン1人につき1枚だけ付けられる。",,,,,,,いじゅういん,/wp-content/images/cardlist/hBP06/hBP06-100_S.png,hBP06-100_C.png;hBP06-100_S.png,
1698,hBP06-101,ムーナびと,ムーナびと,サポート・マスコット,,S,,,,,,ブースターパック「アヤカシヴァーミリオン」,"このマスコットが付いているホロメンのHP+20。
◆〈ムーナ・ホシノヴァ〉に付いていたら能力追加
[ターンに1回]このマスコットが付いているホロメンが相手のホロメンに特殊ダメージを与えた時、自分のアーカイブの青エール1枚を自分のバックホロメンに送れる。
マスコットは、自分のホロメン1人につき1枚だけ付けられる。",,,,,,,いじゅういん,/wp-content/images/cardlist/hBP06/hBP06-101_S.png,hBP06-101_C.png;hBP06-101_S.png,
1699,hBP06-102,えびふらいおん,えびふらいおん,サポート・マスコット,,S,,,,,,ブースターパック「アヤカシヴァーミリオン」,"このマスコットが付いているホロメンのHP+20。
◆〈夏色まつり〉に付いていたら能力追加
相手のターンで、このマスコットが付いているホロメンがダウンした時、このホロメンの黄エール1枚を自分の他の〈夏色まつり〉に付け替えられる。
マスコットは、自分のホロメン1人につき1枚だけ付けられる。",,,,,,,いじゅういん,/wp-content/images/cardlist/hBP06/hBP06-102_S.png,hBP06-102_C.png;hBP06-102_S.png,
1700,hBP06-103,まつりす,まつりす,サポート・ファン,,S,,,,,,ブースターパック「アヤカシヴァーミリオン」,"自分の[推しホロメンか#1期生を持つホロメン]の能力でサイコロを振った時、このファンをアーカイブできる：そのサイコロの目の数1つを4として扱う。
このファンは、自分の〈夏色まつり〉だけに付けられ、1人につき何枚でも付けられる。",,,,,,,いじゅういん,/wp-content/images/cardlist/hBP06/hBP06-103_S.png,hBP06-103_C.png;hBP06-103_S.png,
1701,hBP06-104,スバ友,スバ友,サポート・ファン,,S,,,,,,ブースターパック「アヤカシヴァーミリオン」,"相手のターンで、このファンが付いているホロメンがダウンした時、自分のエールデッキの上から1枚を自分の〈大空スバル〉に送れる。
このファンは、自分の〈大空スバル〉だけに付けられ、1人につき何枚でも付けられる。",,,,,,,いじゅういん,/wp-content/images/cardlist/hBP06/hBP06-104_S.png,hBP06-104_C.png;hBP06-104_S.png,
1702,hBP01-041,兎田ぺこら,兎田ぺこら,ホロメン,#JP #3期生 #ケモミミ,SR,緑,90,,1st,◇,ブースターパック「アヤカシヴァーミリオン」,,[◇]見逃しちゃだめぺこだよ！　30,,,"成長した兎田ぺこらを
自分のエールデッキの上から1枚を、自分のセンターホロメンかコラボホロメンに送る。",,,憂姫はぐれ,/wp-content/images/cardlist/hBP06/hBP01-041_SR.png,hBP01-041_P.png;hBP01-041_SR.png;hBP01-041_U.png,
1703,hBP02-016,白銀ノエル,白銀ノエル,ホロメン,#JP #3期生 #お酒,SR,白,130,,1st,◇,ブースターパック「アヤカシヴァーミリオン」,,[◇+◇]目に焼き付けるんだゾ♡　30,,,"ノエちゃんの勇姿……
DebutからBloomした時、自分のデッキから、#3期生を持つ[Debutホロメンか1stホロメンかSpotホロメン]1枚を公開し、手札に加える。そしてデッキをシャッフルする。",,,わたお,/wp-content/images/cardlist/hBP06/hBP02-016_SR.png,hBP02-016_S.png;hBP02-016_SR.png;hBP02-016_U.png,
